cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous,Prediction,Confidence,Accuracy
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,Poisonous,Poisonous,0.9767641523131385,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9736467272072461,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9872684619025945,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9813047677510491,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9871833555282139,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9732651805374448,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9732651805374448,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9880532885867018,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9732651805374448,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9827415024289701,Correct
Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9871833555282139,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,Poisonous,Poisonous,0.9942318329215035,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9995881006864988,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.973079925587813,Correct
Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods,Poisonous,Poisonous,0.9821204200781338,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Convex,Fibrous,Gray,No,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods,Poisonous,Poisonous,0.7889865682780165,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9875649021980152,Correct
Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9866688901681191,Correct
Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9732651805374448,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,Poisonous,Poisonous,0.9942318329215035,Correct
Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9679861644947553,Correct
Convex,Smooth,White,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.8105618831672683,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.973079925587813,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9869981005785821,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9880532885867018,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9666017660761725,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9738647522719203,Correct
Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods,Poisonous,Poisonous,0.7885989323252365,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9663314047521603,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9871833555282139,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9671162314362676,Correct
Flat,Fibrous,Gray,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9863985288441066,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9880532885867018,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9736467272072461,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods,Poisonous,Poisonous,0.7944099475779051,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.988620090206135,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9872684619025945,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9744315538913534,Correct
Convex,Smooth,White,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods,Poisonous,Poisonous,0.7941620536161966,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9724803538533375,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,Poisonous,Poisonous,0.9767641523131385,Correct
Convex,Fibrous,White,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods,Poisonous,Poisonous,0.7944587306924753,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.967201337810648,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9677681394300812,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9724803538533375,Correct
Convex,Fibrous,White,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.7150324954174078,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9663314047521603,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9815751290750615,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9872684619025945,Correct
Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods,Poisonous,Poisonous,0.7598596535206501,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9744315538913534,Correct
Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.8249477081634595,Correct
Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9744315538913534,Correct
Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9815751290750615,Correct
Convex,Fibrous,Pink,No,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods,Poisonous,Poisonous,0.7947066246541837,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9729948192134323,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9813047677510491,Correct
Convex,Fibrous,Gray,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods,Poisonous,Poisonous,0.7947066246541837,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,Poisonous,Poisonous,0.9821204200781338,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9685529661141885,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9863985288441066,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9724803538533375,Correct
Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods,Poisonous,Poisonous,0.9951620654796431,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9685529661141885,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.967201337810648,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9863985288441066,Correct
Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9951620654796431,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9813047677510491,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9872684619025945,Correct
Convex,Scaly,Gray,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9821747008095368,Correct
Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9995881006864988,Correct
Convex,Smooth,White,No,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.8278759489732712,Correct
Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9866688901681191,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9880532885867018,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9871833555282139,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9871833555282139,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9866688901681191,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.988620090206135,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9736467272072461,Correct
Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses,Poisonous,Poisonous,0.9776943848712781,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9679861644947553,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9821204200781338,Correct
Convex,Fibrous,White,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods,Poisonous,Poisonous,0.7887386743163082,Correct
Convex,Fibrous,Gray,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods,Poisonous,Poisonous,0.7294183204135989,Correct
Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9732651805374448,Correct
Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9942318329215035,Correct
Convex,Smooth,Gray,No,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.7316155606122594,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9673865927602798,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9869981005785821,Correct
Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Woods,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9866688901681191,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9663314047521603,Correct
Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9807903023909542,Correct
Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Convex,Fibrous,Gray,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.7459957466553229,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.972209992529325,Correct
Convex,Smooth,Gray,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods,Poisonous,Poisonous,0.799565598991903,Correct
Convex,Fibrous,White,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Poisonous,Poisonous,0.7316099216591317,Correct
Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,Poisonous,Poisonous,0.9942318329215035,Correct
Flat,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9736467272072461,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9875649021980152,Correct
Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,Poisonous,Poisonous,0.9995881006864988,Correct
Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9813047677510491,Correct
